500000	2000	0.013114	33.121225	18394.209500
500000	200	0.013257	37.623853	18535.620000
500000	200	0.012628	32.235766	18510.275000
500000	200	0.000588	33.982768	18478.735000
500000	2000	0.000597	35.955992	18593.528000
500000	2000	0.000583	41.171461	27933.776000
500000	2000	0.000405	25.279799	53385.672500
500000	2000	0.000538	36.496956	28071.936000
500000	2000	0.000428	15.628843	30181.627000
500000	2000	0.000469	7.473986	7438.070500
500000	2000	0.000481	7.478661	7451.635000
500000	2000	0.000563	8.507541	4658.929000
500000	2000	0.000619	9.260189	3941.923000
500000	2000	0.000466	11.678631	16086.320000
500000	2000	0.000527	14.104517	10136.268000
500000	2000	0.000584	15.780476	8425.235000
500000	2000	0.000420	19.573226	38482.618000
500000	2000	0.000508	23.233290	24058.748000
500000	2000	0.000552	26.915475	20133.365000
10000	2000	0.000594	0.715274	575.439000
10000	2000	0.000655	0.733268	561.117000
10000	2000	0.000583	0.715905	575.524000
