500000	200	0.000713	36.081952	18478.735000
500000	2000	0.000723	38.826792	18593.528000
500000	2000	0.000651	42.138823	27933.776000
500000	2000	0.000430	27.505556	53385.672500
500000	2000	0.000609	39.134282	28071.936000
500000	2000	0.000460	16.244454	30181.627000
500000	2000	0.000567	7.950307	7438.070500
500000	2000	0.000548	7.989686	7451.635000
500000	2000	0.000778	9.040038	4658.929000
500000	2000	0.000896	10.409215	3941.923000
500000	2000	0.000477	12.792833	16086.320000
500000	2000	0.000607	15.020211	10136.268000
500000	2000	0.000722	17.601155	8425.235000
500000	2000	0.000447	20.707387	38482.618000
500000	2000	0.000556	25.092253	24058.748000
500000	2000	0.000628	29.009068	20133.365000
10000	2000	0.000900	0.777046	575.439000
10000	2000	0.001023	0.859424	561.117000
10000	2000	0.000927	0.779589	575.524000
