500000	0.000581	49.839527	52675.475000
500000	0.000493	50.374634	51238.548500
500000	0.000553	50.018751	51238.548500
500000	0.000620	64.217833	34271.380667
500000	0.000480	53.044073	51452.444000
500000	0.000311	40.903808	98503.286333
500000	0.000632	64.394636	34196.619500
500000	0.000486	50.520709	51804.467500
500000	0.000299	38.924356	98725.954500
500000	0.000617	64.696946	34475.052000
500000	0.000484	50.347460	52371.667000
500000	0.000302	38.997859	98055.641000
500000	0.000626	66.005834	34271.380667
500000	0.000306	39.438160	98725.954500
500000	0.000221	36.899640	148868.559500
500000	0.000297	39.015208	98725.954500
500000	0.000484	50.652570	51804.467500
500000	0.000523	51.005906	51452.444000
500000	0.000482	50.265312	51804.467500
500000	0.000481	50.330476	51804.467500
500000	0.000412	45.320401	63981.613500
500000	0.000383	45.310881	63981.613500
500000	0.000380	45.306243	63981.613500
500000	0.000489	50.940309	51804.467500
500000	0.000494	50.453632	51804.467500
500000	0.000381	45.366864	63981.613500
500000	0.000388	45.581235	63981.613500
500000	0.000504	50.648010	51804.467500
500000	0.000378	45.324574	63981.613500
500000	0.000375	44.768966	63981.613500
500000	0.000220	36.434098	148868.559500
500000	0.000315	40.134581	84905.859000
500000	0.000371	44.677616	63981.613500
500000	0.000475	50.003912	51452.444000
500000	0.000225	36.290725	148868.559500
500000	0.000327	40.191389	84905.859000
500000	0.000374	44.946451	63981.613500
500000	0.000564	51.265999	51452.444000
500000	0.000375	44.876953	63981.613500
500000	0.000480	50.252258	51452.444000
500000	0.000223	36.684713	148868.559500
500000	0.000316	40.794788	84905.859000
500000	0.000369	45.098645	63981.613500
500000	0.000470	50.336657	51452.444000
500000	0.000224	36.943128	148868.559500
500000	0.000365	44.298901	84905.859000
500000	0.000372	45.239133	63981.613500
500000	0.000472	50.218245	51452.444000
500000	0.000228	36.655654	148868.559500
500000	0.000395	40.638668	84905.859000
500000	0.000369	45.088166	63981.613500
500000	0.000478	50.403331	51452.444000
500000	0.000480	50.789495	51804.467500
500000	0.000389	45.328317	63981.613500
500000	0.000479	50.094548	51804.467500
500000	0.000371	45.174071	63981.613500
500000	0.000473	50.012099	51804.467500
500000	0.000500	49.781532	51804.467500
500000	0.000476	49.886531	51804.467500
500000	0.000477	49.929015	51804.467500
50000	0.000690	5.449828	5143.802500
50000	0.000665	5.448051	5143.802500
50000	0.000689	5.139081	5143.802500
500000	0.000496	47.163184	51804.467500
500000	0.000528	47.351097	51238.548500
500000	0.000520	47.408966	51238.548500
500000	0.000383	47.390359	51238.548500
500000	0.000379	47.334314	51238.548500
50000	0.000859	5.287396	5129.275000
50000	0.001094	5.561669	5129.275000
50000	0.000433	4.786224	5129.275000
50000	0.000433	4.777567	5129.275000
50000	0.000440	4.779249	5129.275000
50000	0.000436	4.815702	5129.275000
50000	0.000393	4.816535	5129.275000
50000	0.000335	5.087364	5129.275000
50000	0.000859	5.269351	5129.275000
250000	0.000566	24.111965	25573.093500
250000	0.000572	24.036538	25573.093500
50000	0.000692	5.199096	5129.275000
50000	0.000629	5.048255	5129.275000
50000	0.000587	5.052889	5129.275000
50000	0.000591	5.035328	5129.275000
50000	0.000410	5.297340	5141.865667
50000	0.000350	5.798185	2547.989000
50000	0.000368	4.140997	18905.675667
50000	0.000372	4.880059	5141.865667
50000	0.000364	4.815243	5141.865667
50000	-nan	5.603552	50000.000000
1000000	-nan	100.459525	1000000.000000
1000000	-nan	100.462326	1000000.000000
1000000	-nan	97.905231	1000000.000000
1000000	-nan	98.024187	1000000.000000
1000000	-nan	100.765132	1000000.000000
1000000	-nan	97.986820	1000000.000000
1000000	-nan	99.608325	1000000.000000
1000000	0.000369	96.100622	101741.771000
1000000	0.000376	94.236352	101741.771000
500000	0.000381	48.575564	51452.444000
500000	0.000383	50.366903	51452.444000
500000	0.000366	47.707410	51452.444000
1000000	0.000369	95.029376	101741.771000
1000000	0.000359	95.194283	101741.771000
1000000	0.000327	100.472754	101741.771000
1000000	0.000337	97.450564	101741.771000
1000000	0.000353	95.395548	101741.771000
1000000	0.000344	94.753571	101741.771000
1000000	0.000358	94.503470	101741.771000
1000000	0.000372	94.539895	101741.771000
1000000	0.000354	94.222610	101741.771000
1000000	0.000367	93.882525	101741.771000
1000000	0.000374	93.719308	101741.771000
1000000	0.000383	93.903831	101741.771000
1000000	0.000393	93.668697	101741.771000
1000000	0.000422	94.016063	101741.771000
1000000	0.000426	93.671929	101741.771000
1000000	0.000509	93.973449	101741.771000
1000000	0.000475	93.766017	101741.771000
1000000	0.000431	93.776380	101741.771000
1000000	0.000339	81.862098	372524.756667
1000000	0.000336	80.520041	372524.756667
1000000	0.000354	81.034009	372524.756667
1000000	0.000366	81.287402	372524.756667
1000000	0.000346	80.693315	372524.756667
1000000	0.000365	79.970649	372524.756667
1000000	0.000357	79.850495	372524.756667
1000000	0.000379	80.434891	372524.756667
1000000	0.000368	79.984951	372524.756667
1000000	0.000410	79.407721	372524.756667
1000000	0.000355	111.858882	51799.743000
1000000	0.000380	110.954072	51799.743000
1000000	0.000398	110.930962	51799.743000
1000000	0.000393	110.712877	51799.743000
1000000	0.000407	111.239160	51799.743000
1000000	0.000404	110.238417	51799.743000
1000000	0.000411	112.539994	51799.743000
1000000	0.000447	110.812662	51799.743000
1000000	0.000440	109.919061	51799.743000
1000000	0.000510	111.414693	51799.743000
1000000	0.000440	111.380338	51775.385333
1000000	0.000420	110.826569	51775.385333
1000000	0.000447	111.563535	51596.122333
1000000	0.000471	111.965401	51594.708333
1000000	0.000446	110.959285	51594.708333
1000000	0.000237	76.887730	168700.919000
1000000	0.000254	77.971457	168700.919000
1000000	0.000257	76.336999	168700.919000
1000000	0.000259	76.627494	168700.919000
1000000	0.000329	77.024891	168700.919000
1000000	0.000253	76.212253	168700.919000
1000000	0.000408	94.467334	101741.771000
1000000	0.000384	94.220349	101741.771000
